Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
75462-7,,Gagandeep,Regular,FALSE,75462,High Priority,7,1,0,432,F05A-6'-TH FL,SP18369-WWR-SL-750-80-35-L-6'-W-UNV-DP-1-DS,13.02.2019,7,Machine Shop Started,Akamai 5th Floor,,,,FALSE,,A - Regular,1,1,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,0,Partial Order,0,FALSE,0,0.116666667,0:06:22,7,432,1,7,432,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-6'-W-UNV-DP,WWR,
75462-8,,Gagandeep,Regular,FALSE,75462,High Priority,8,1,0,720,F05B-10'-PATH-5TH FL,SP18369-WWR-SL-750-80-35-L-10'-c(ROCKFON723)-UNV-DP-1-DS-C(1 LONG SIDE D),13.02.2019,10,Machine Shop Started,Akamai 5th Floor,,,,TRUE,,A - Regular,1,1,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,0,Partial Order,Wrong info. In SD,TRUE,,0.166666667,0:09:06,10,720,1,10,720,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-10'-c(ROCKF,WWR,
75462-9,,Gagandeep,Regular,FALSE,75462,High Priority,9,1,0,1296,F05B-18'-PATH-5TH FL,SP18369-WWR-SL-750-80-35-L-18'-C(ROCKFON723)-UNV-DP-1-DS-C(1 LONG SIDE D),13.02.2019,16,Machine Shop Started,Akamai 5th Floor,,,,FALSE,,A - Regular,1,2,6,,,,NO,Machine Shop Started,Material+Cartridge,,,0,0,Partial Order,0,FALSE,0,0.266666667,0:14:34,8,648,2,16,1296,- ,Machine Shop Started,0,2,FALSE,FALSE,,,WWR-SL-750-80-35-L-18'-C(ROCKF,WWR,
75462-10,,Gagandeep,Regular,FALSE,75462,High Priority,10,1,0,1008,F05B-14'-PATH-5TH FL,SP18369-WWR-SL-750-80-35-L-14'-C(ROCKFON723)-UNV-DP-1-DS-C(1 LONG SIDE D),13.02.2019,14,Machine Shop Started,Akamai 5th Floor,,,,FALSE,,A - Regular,1,2,6,,,,NO,Machine Shop Started,Material+Cartridge,,,0,0,Partial Order,0,FALSE,0,0.233333333,0:12:44,7,504,2,14,1008,- ,Machine Shop Started,0,2,FALSE,FALSE,,,WWR-SL-750-80-35-L-14'-C(ROCKF,WWR,
75462-11,,Gagandeep,Regular,FALSE,75462,High Priority,11,1,0,288,F05B-4'-PATH-5TH FL,SP18369-WWR-SL-750-80-35-L-4'-C(ROCKFON723)-UNV-DP-1-DS-C(1 LONG SIDE D),13.02.2019,4,Machine Shop Started,Akamai 5th Floor,,,,FALSE,,A - Regular,1,1,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,0,Partial Order,0,FALSE,0,0.066666667,0:03:38,4,288,1,4,288,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-4'-C(ROCKFO,WWR,
75462-14,,Gagandeep,Regular,FALSE,75462,High Priority,14,1,0,20305,F10-339'-5TH FL,SP18276-SCRPAT-OPR-131°+49°+71°+109°+91°+89°+87°+101°-350-80-35-FL-339-EX-W-UNV-DP-6-DS-C(ANGLED ENDS),11.02.2019,622,Machine Shop Started,Akamai 5th Floor,Picked - Complete,,,TRUE,,A - Regular,1,24,34,,,,NO,Machine Shop Started,Material+Cartridge,,,0,0,Partial Order,Missing info. In SD,TRUE,,10.36666667,9:26:01,25.91666667,846.0416667,24,622,20305,- ,Machine Shop Started,0,24,FALSE,FALSE,,,SCRPAT-OPR-131°+49°+71°+109°+9,SCRPAT,
75462-15,,Gagandeep,Regular,FALSE,75462,High Priority,15,1,0,2515,"F10-46'5""-5TH FL","SP18276-SCR-350-80-35-FL-46'5""-W-UNV-DP-1-DS-C(ANGLED ENDS)",13.02.2019,44,Machine Shop Started,Akamai 5th Floor,,,,TRUE,,A - Regular,1,3,3,,,,NO,Machine Shop Started,Material+Cartridge,,,0,0,Partial Order,Missing info. In SD,TRUE,,0.733333333,0:40:02,14.66666667,838.3333333,3,44,2515,- ,Machine Shop Started,0,3,FALSE,FALSE,,,"SCR-350-80-35-FL-46'5""-W-UNV-D",SCR,
75475-5,,Gagandeep,Regular,FALSE,75475,Regular,5,1,0,720,F05-10'-6TH FL,SP18369-WWR-SL-750-80-35-L-10'-W-UNV-DP-1-TG9,13.02.2019,9,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,1,4,,,,NO,Machine Shop Started,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,0.15,0:08:11,9,720,1,9,720,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-10'-W-UNV-D,WWR,
75475-6,,Gagandeep,Regular,FALSE,75475,Regular,6,1,0,576,F05-8'-PATH 6TH FL,SP18369-WWR-SL-750-80-35-L-8-C(ROCKFON723)-UNV-DP-1-TG9,13.02.2019,7,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,1,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.116666667,0:06:22,7,576,1,7,576,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-8-C(ROCKFON,WWR,
75475-7,,Gagandeep,Regular,FALSE,75475,Regular,7,4,0,2304,F05-8'-6TH FL,SP18369-WWR-SL-750-80-35-L-8'-W-UNV-DP-1-TG9,13.02.2019,28,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,4,16,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.466666667,0:25:29,7,576,4,28,2304,- ,Machine Shop Started,0,4,FALSE,FALSE,,,WWR-SL-750-80-35-L-8'-W-UNV-DP,WWR,
75475-8,,Gagandeep,Regular,FALSE,75475,Regular,8,1,0,288,F05A-4'-PATH-6TH FL,SP18369-WWR-SL-750-80-35-L-4'-C(PS541A1391)-UNV-DP-1-DS,13.02.2019,4,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,1,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.066666667,0:03:38,4,288,1,4,288,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-4'-C(PS541A,WWR,
75475-9,,Gagandeep,Regular,FALSE,75475,Regular,9,1,0,720,F05-10'PATH-6TH FL,SP18369-WWR-SL-750-80-35-L-10'-C(ROCKFON723)-UNV-DP-1-TG9,13.02.2019,9,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,1,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.15,0:08:11,9,720,1,9,720,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-10'-C(ROCKF,WWR,
75475-10,,Gagandeep,Regular,FALSE,75475,Regular,10,1,0,1440,F05B-20'-6TH FL,SP18369-WWR-SL-750-80-35-L-20'-W-UNV-DP-1-DS-C(1 LONG SIDE D),13.02.2019,16,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,2,8,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.266666667,0:14:34,8,720,2,16,1440,- ,Machine Shop Started,0,2,FALSE,FALSE,,,WWR-SL-750-80-35-L-20'-W-UNV-D,WWR,
75475-27,,Gagandeep,Regular,FALSE,75475,Regular,27,1,0,2470,"F10-46'2""-ELEVATORS-6TH FL","SP18276-SCR-350-80-35-FL-46'2""-W-UNV-DP-1-DS-C(ANGLED ENDS)",13.02.2019,44,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,3,3,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.733333333,0:40:02,14.66666667,823.3333333,3,44,2470,- ,Machine Shop Started,0,3,FALSE,FALSE,,,"SCR-350-80-35-FL-46'2""-W-UNV-D",SCR,
75475-28,,Gagandeep,Regular,FALSE,75475,Regular,28,2,0,864,F05-6'-06-30T,SP18369-WWR-SL-750-80-35-L-6'-W-UNV-DP-1-TG9,13.02.2019,14,Machine Shop Started,Akamai 6th Floor,,,,FALSE,,A - Regular,1,2,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.233333333,0:12:44,7,432,2,14,864,- ,Machine Shop Started,0,2,FALSE,FALSE,,,WWR-SL-750-80-35-L-6'-W-UNV-DP,WWR,
75693-4,,Gagandeep,Regular,FALSE,75693,Regular,4,2,0,1152,F05-8'-7TH FL,SP18369-WWR-SL-750-80-35-L-8'-W-UNV-DP-1-TG9,04.02.2019,14,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,2,6,,,,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,0,FALSE,0,0.233333333,0:12:44,7,576,2,14,1152,- ,Machine Shop Started,0,2,FALSE,FALSE,,,WWR-SL-750-80-35-L-8'-W-UNV-DP,WWR,Order Flagged
75693-5,,Gagandeep,Regular,FALSE,75693,Regular,5,2,0,1440,F05-10'-7TH FL,SP18369-WWR-SL-750-80-35-L-10'-W-UNV-DP-1-TG9,04.02.2019,18,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,2,8,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.3,0:16:23,9,720,2,18,1440,- ,Machine Shop Started,0,2,FALSE,FALSE,,,WWR-SL-750-80-35-L-10'-W-UNV-D,WWR,Order Flagged
75693-6,,Gagandeep,Regular,FALSE,75693,Regular,6,1,0,864,F05-12'-7TH FL,SP18369-WWR-SL-750-80-35-L-12'-W-UNV-DP-1-TG9,04.02.2019,9,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.15,0:08:11,9,864,1,9,864,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-12'-W-UNV-D,WWR,Order Flagged
75693-7,,Gagandeep,Regular,FALSE,75693,Regular,7,1,0,432,F05A-6'-7TH FL,SP18369-WWR-SL-750-80-35-L-6'-W-UNV-DP-1-DS,04.02.2019,7,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.116666667,0:06:22,7,432,1,7,432,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-6'-W-UNV-DP,WWR,Order Flagged
75693-8,,Gagandeep,Regular,FALSE,75693,Regular,8,1,0,432,F05A-6'-PATH-7TH FL,SP18369-WWR-SL-750-80-35-L-6'-C(PS541A1391)-UNV-DP-1-DS,04.02.2019,7,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.116666667,0:06:22,7,432,1,7,432,- ,Machine Shop Started,0,1,FALSE,FALSE,,,WWR-SL-750-80-35-L-6'-C(PS541A,WWR,Order Flagged
75693-12,,Gagandeep,Regular,FALSE,75693,Regular,12,1,0,1930,"F04-13'5-7/16""X9'6-5/16""-07-15H","SP18435(2)-BMPRLED-OPRI(79°)-750-80-35-RG3-22'11 3/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)-C(102° ANGLED END)",04.02.2019,20.16,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,TRUE,,A - Regular,7,3,6,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,Wrong info. In SD,TRUE,,0.336,0:18:21,6.72,643.3333333,3,20.16,1930,- ,Machine Shop Started,0,3,FALSE,FALSE,,,BMPRLED-OPRI(79°)-750-80-35-RG,BMPRLED,Order Flagged
75693-13,,Gagandeep,Regular,FALSE,75693,Regular,13,1,0,1750,"F04-10'9-3/16""X8'11-1/8""-07-15K","SP18435(2)-BMPRLED-OPRI(79°)-750-80-35-RG3-19'10 5/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)-C(102° ANGLED END)",04.02.2019,18.88,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,TRUE,,A - Regular,7,3,5,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,Wrong info. In SD,TRUE,,0.314666667,0:17:11,6.293333333,583.3333333,3,18.88,1750,- ,Machine Shop Started,0,3,FALSE,FALSE,,,BMPRLED-OPRI(79°)-750-80-35-RG,BMPRLED,Order Flagged
75693-14,,Gagandeep,Regular,FALSE,75693,Regular,14,1,0,1570,"F04-10'2-7/16""X6'11-3/16""-07-15L","SP18435(2)-BMPRLED-OPRI(102°)-750-80-35-RG3-17'1 5/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)-C(79°ANGLED END)",04.02.2019,16.27,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,TRUE,,A - Regular,7,3,5,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,Wrong part in BOM,TRUE,,0.271166667,0:14:48,5.423333333,523.3333333,3,16.27,1570,- ,Machine Shop Started,0,3,FALSE,FALSE,,,BMPRLED-OPRI(102°)-750-80-35-R,BMPRLED,Order Flagged
75693-17,,Gagandeep,Regular,FALSE,75693,Regular,17,1,0,1590,"F04-6'7-13/16""X12'-11/16""-07-17T","SP18435(2)-BMPRLED-OPRI(1)-750-80-35-RG3-18'8 1/2""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)-C(74° ANGLED END)",04.02.2019,19.03,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,3,5,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.317166667,0:17:19,6.343333333,530,3,19.03,1590,- ,Machine Shop Started,0,3,FALSE,FALSE,,,BMPRLED-OPRI(1)-750-80-35-RG3-,BMPRLED,Order Flagged
75693-18,,Gagandeep,Regular,FALSE,75693,Regular,18,1,0,1135,"F04-10'3-3/16""-07-19T","SP18435(2)-BMPRLED-750-80-35-RG3-10'3 3/16""-W-UNV-DP-1-TG9-TS(1)-C(74° & 107° ANGLED END)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,2,4,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,4.64,567.5,2,9.28,1135,- ,Machine Shop Started,0,2,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-10'3 3/1,BMPRLED,Order Flagged
75693-19,,Gagandeep,Regular,FALSE,75693,Regular,19,1,0,675,"F04-9'10-1/16""-07-20T","BMPRLED-750-80-35-RG3-9'10 1/6""-W-UNV-DP-1-TG9-TS(1)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,9.28,675,1,9.28,675,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'10 1/6""-W-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-20,,Gagandeep,Regular,FALSE,75693,Regular,20,1,0,735,"F04-10'4-1/8""-07-22T","BMPRLED-750-80-35-RG3-10'4 1/8""-W-UNV-DP-1-TG9-TS(1)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,9.28,735,1,9.28,735,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-10'4 1/8""-W-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-21,,Gagandeep,Regular,FALSE,75693,Regular,21,1,0,735,"F04-10'4-1/8""-07-24T","BMPRLED-750-80-35-RG3-10'4 1/8""-W-UNV-DP-1-TG9-TS(1)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,9.28,735,1,9.28,735,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-10'4 1/8""-W-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-22,,Gagandeep,Regular,FALSE,75693,Regular,22,1,0,1870,"F04-10'10-5/16""X10'4-7/8""-07-17W","SP18435(2)-BMPRLED-OPRI(107°)-750-80-35-RG3-21'3  3/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)-C(72.5°ANGLED END)",04.02.2019,22.11,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,3,7,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.3685,0:20:07,7.37,623.3333333,3,22.11,1870,- ,Machine Shop Started,0,3,FALSE,FALSE,,,BMPRLED-OPRI(107°)-750-80-35-R,BMPRLED,Order Flagged
75693-23,,Gagandeep,Regular,FALSE,75693,Regular,23,1,0,675,"F04-9'7-3/8""-07-19W","BMPRLED-750-80-35-RG3-9'7 3/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,9.28,675,1,9.28,675,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'7 3/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-24,,Gagandeep,Regular,FALSE,75693,Regular,24,1,0,675,"F04-9'5-1/4""-07-21W","BMPRLED-750-80-35-RG3-9'5 1/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,TRUE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,Missing parts in BOM,TRUE,,0.154666667,0:08:27,9.28,675,1,9.28,675,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'5 1/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-25,,Gagandeep,Regular,FALSE,75693,Regular,25,1,0,675,"F04-9'3-3/16""-07-23W","BMPRLED-750-80-35-RG3-9'3 3/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,9.28,675,1,9.28,675,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'3 3/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-26,,Gagandeep,Regular,FALSE,75693,Regular,26,1,0,675,"F04-9'3-3/16""-07-26W","BMPRLED-750-80-35-RG3-9'3 3/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,9.28,675,1,9.28,675,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'3 3/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-27,,Gagandeep,Regular,FALSE,75693,Regular,27,1,0,615,"F04-8'10""-07-28W","BMPRLED-750-80-35-RG3-8'10""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",04.02.2019,6.7,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.111666667,0:06:06,6.7,615,1,6.7,615,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-8'10""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-28,,Gagandeep,Regular,FALSE,75693,Regular,28,1,0,615,"F04-8'4 7/8""-07-30W","BMPRLED-750-80-35-RG3-8'4 7/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",04.02.2019,6.7,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.111666667,0:06:06,6.7,615,1,6.7,615,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-8'4 7/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
75693-29,,Gagandeep,Regular,FALSE,75693,Regular,29,1,0,1855,"F04-22'6-5/8""-07-34T","SP18435(2)-BMPRLED-750-80-35-RG3-22'6 5/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)-C(98° & 82° ANGLED END)",04.02.2019,18.78,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,2,7,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.313,0:17:05,9.39,927.5,2,18.78,1855,- ,Machine Shop Started,0,2,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-22'6 5/8,BMPRLED,Order Flagged
75693-30,,Gagandeep,Regular,FALSE,75693,Regular,30,1,0,1975,"F04-24'11-1/8""-07-39T","SP18435(2)-BMPRLED-750-80-35-RG3-24'11 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)-C(98° & 75° ANGLED END)",04.02.2019,22.95,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,3,9,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.3825,0:20:53,7.65,658.3333333,3,22.95,1975,- ,Machine Shop Started,0,3,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-24'11 1/,BMPRLED,Order Flagged
75693-31,,Gagandeep,Regular,FALSE,75693,Regular,31,1,0,2575,"F04-34'7-1/2""-07-41F","SP18435(2)-BMPRLED-750-80-35-RG3-34'7 1/2""-W-UNV-DP-1-TG9-TS(1)-C(64° & 105° ANGLED END)",04.02.2019,28.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,3,10,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.471333333,0:25:44,9.426666667,858.3333333,3,28.28,2575,- ,Machine Shop Started,0,3,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-34'7 1/2,BMPRLED,Order Flagged
75693-32,,Gagandeep,Regular,FALSE,75693,Regular,32,1,0,4240,"F04-13'5""X8'4""X8'4""X18'3""-04-44M","SP18435(2)-BMPRLED-OPRI(113°)+OPRO(113°+67°)-750-80-35-RG3-48'6"" 3/8""-W-UNV-DP-1-TG9-TS(4)-C(79°&67°ANGLED END)",04.02.2019,57,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,TRUE,,A - Regular,7,8,15,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,Missing info. In SD,TRUE,,0.95,0:51:52,7.125,530,8,57,4240,- ,Machine Shop Started,0,8,FALSE,FALSE,,,BMPRLED-OPRI(113°)+OPRO(113°+6,BMPRLED,Order Flagged
75693-33,,Gagandeep,Regular,FALSE,75693,Regular,33,1,0,555,"F04A-7'10-3/8""-07-22F","BMPRLED-750-80-35-RG3-7'10 3/8""-W-UNV-DP-1-DS-TS(1)",04.02.2019,7.67,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.127833333,0:06:59,7.67,555,1,7.67,555,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-7'10 3/8""-W-UNV-DP-1-DS-TS(1)",BMPRLED,Order Flagged
75693-36,,Gagandeep,Regular,FALSE,75693,Regular,36,1,0,2470,"F10-46'5""-ELEC LOBBY-7TH FL","SP18276-SCR-350-80-35-FL-45'5""-W-UNV-DP-1-DS-C(85°&46° ANGLED ENDS)",04.02.2019,43.2,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,3,3,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,Others,FALSE,Others,0.72,0:39:19,14.4,823.3333333,3,43.2,2470,- ,Machine Shop Started,0,3,FALSE,FALSE,,,"SCR-350-80-35-FL-45'5""-W-UNV-D",SCR,Order Flagged
75693-40,,Gagandeep,Regular,FALSE,75693,Regular,40,1,0,675,F04-10'-07-19T,BMPRLED-750-80-35-RG3-10'-W-UNV-DP-1-TG9-TS(1),04.02.2019,9.28,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.154666667,0:08:27,9.28,675,1,9.28,675,- ,Machine Shop Started,0,1,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-10'-W-UNV-DP-1-TG9-TS(1),BMPRLED,Order Flagged
75693-41,,Gagandeep,Regular,FALSE,75693,Regular,41,1,0,555,F04-8'-07-20T & 22T,BMPRLED-750-80-35-RG3-8'-W-UNV-DP-1-TG9-TS(1),04.02.2019,6.7,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.111666667,0:06:06,6.7,555,1,6.7,555,- ,Machine Shop Started,0,1,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-8'-W-UNV-DP-1-TG9-TS(1),BMPRLED,Order Flagged
75693-42,,Gagandeep,Regular,FALSE,75693,Regular,42,1,0,555,"F04-7'8""-07-24T","BMPRLED-750-80-35-RG3-7'8""-W-UNV-DP-1-TG9-TS(1)",04.02.2019,6.7,Machine Shop Started,Akamai 7th Floor,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.111666667,0:06:06,6.7,555,1,6.7,555,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-7'8""-W-UNV-DP-1-TG9-TS(1)",BMPRLED,Order Flagged
