Order, Line, Status, Promised, Scheduled Ship Date, Issue, Missing Materials 
78071,4,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78071,5,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78208,1,7,Regular,22.01.2019,0,Material+Housing,Complete,Machine Shop Started
78208,2,7,Regular,22.01.2019,0,Material+Housing,Complete,Machine Shop Started
78208,3,7,Regular,22.01.2019,0,Material+Housing,Complete,Machine Shop Started
77435,1,7,High Priority,22.01.2019,nan,+lens+Cartridge+Housing,Complete,Machine Shop Started
77848,1,7,High Priority,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77848,2,7,High Priority,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77848,3,7,High Priority,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77848,4,7,High Priority,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77848,5,7,High Priority,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
75745,5,7,Regular,11.02.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
75745,6,7,Regular,11.02.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
75745,7,7,Regular,11.02.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
75745,8,7,Regular,11.02.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
75745,9,7,Regular,11.02.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
75745,13,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
78073,1,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,2,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,3,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,4,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,5,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,6,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,7,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,8,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,9,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78073,10,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78132,1,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78132,2,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76575,2,7,High Priority,22.01.2019,0,Material+lens+Cartridge,Complete,Machine Shop Started
76575,3,7,High Priority,22.01.2019,0,Material+lens+Cartridge,Complete,Machine Shop Started
76575,4,7,High Priority,22.01.2019,0,Material+lens+Cartridge,Complete,Machine Shop Started
76575,5,7,High Priority,22.01.2019,0,Material+lens+Cartridge,Complete,Machine Shop Started
76575,6,7,High Priority,22.01.2019,0,Material+lens+Cartridge,Complete,Machine Shop Started
78277,1,7,Regular,23.01.2019,0,Material+Cartridge+Housing,Complete,Machine Shop Started
68871,1,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,2,7,Regular,21.01.2019,0,+lens+Cartridge,Complete,Machine Shop Started
68871,3,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,4,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,5,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,6,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,7,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,8,7,Regular,21.01.2019,0,+lens+Cartridge,Complete,Machine Shop Started
68871,9,7,Regular,21.01.2019,0,+lens+Cartridge,Complete,Machine Shop Started
68871,10,7,Regular,21.01.2019,0,+lens+Cartridge,Complete,Machine Shop Started
68871,11,7,Regular,21.01.2019,0,+lens+Cartridge,Complete,Machine Shop Started
68871,12,7,Regular,21.01.2019,0,+lens+Cartridge,Complete,Machine Shop Started
68871,13,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,14,7,Regular,21.01.2019,0,+lens+Cartridge,Complete,Machine Shop Started
68871,15,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
68871,16,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
77945,1,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,2,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,3,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,4,7,High Priority,22.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
77945,5,7,High Priority,22.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
77945,6,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,7,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,8,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,9,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,10,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,11,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,12,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,13,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,14,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77945,15,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,1,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,2,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,3,7,High Priority,22.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
77947,4,7,High Priority,22.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
77947,5,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,6,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,7,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,8,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,9,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,10,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,11,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
