Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
75690-3,,Christina,Regular,FALSE,75690,Priority,3,1,0,8860,L9-C,"SP18422(1)-STFC-I(22-350)-DML(68-600)+DML(6-225)-B(24)-80-35-AL(24)+AT(3)+SLV(4)+AI(2)-BLK-UNV-MD-1-CT15(80"")-RC-C(VERTICAL TO BE DML225LM)",04.01.2019,194,Machine Shop Started,"must ship  no later than Jan 11th,",,,,TRUE,,C - Small,"4,10",27,24,,Picked - Complete,,OK,Machine Shop Started,#NAME?,01.01.2020,,1,1,Partial Order,Others,TRUE,,- ,3.233333333,2:56:32,7.185185185,328.1481481,27,194,8860,,- ,- ,Machine Shop Started,,0,27,,TRUE,FALSE,,Done,STFC-I(22-350)-DML(68-600)+DML,STFC,Order Flagged
75690-4,,Christina,Regular,FALSE,75690,Priority,4,1,0,7780,L9-D,"SP18422(1)-STFC-I(28-350)-DML(54-600)+DML(6-225)-B(10)-80-35-AL(9)+AT(4)+SLV(7)+AG(1)-BLK-UNV-MD-1-CT15(80"")-RC-C(VERTICAL TO BE DML225LM)",04.01.2019,180,Machine Shop Started,"must ship  no later than Jan 11th,",,,,TRUE,,C - Small,"4,10",24,22,,Picked - Complete,,OK,Machine Shop Started,#NAME?,01.01.2020,,0,1,Partial Order,Shortage,TRUE,,- ,3,2:43:48,7.5,324.1666667,24,180,7780,,- ,- ,Machine Shop Started,,0,24,,TRUE,FALSE,,Done,STFC-I(28-350)-DML(54-600)+DML,STFC,Order Flagged
78071-1,,stanb,Regular,FALSE,78071,Regular,1,5,0,1665,A,"BBPRLED-500-80-30-FL-0' 34""-W-UNV-DP-1-DF",25.01.2019,30,Scheduled/Released,,,,,FALSE,,C - Small,"4,10",5,5,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.5,0:27:18,6,333,5,30,1665,,- ,- ,Scheduled/Released,,0,5,,FALSE,FALSE,,,"BBPRLED-500-80-30-FL-0' 34""-W-UNV-DP-1-DF",BBPRLED,
78071-2,,stanb,Regular,FALSE,78071,Regular,2,2,0,986,B,"BBPRLED-500-80-30-FL-0' 61""-W-UNV-DP-1-DF",25.01.2019,18,Scheduled/Released,,,,,FALSE,,C - Small,"4,10",2,4,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.3,0:16:23,9,493,2,18,986,,- ,- ,Scheduled/Released,,0,2,,FALSE,FALSE,,,"BBPRLED-500-80-30-FL-0' 61""-W-UNV-DP-1-DF",BBPRLED,
78071-3,,stanb,Regular,FALSE,78071,Regular,3,1,0,977,C,"BBPRLED-500-80-30-FL-0' 125""-W-UNV-DP-1-DF",25.01.2019,12,Scheduled/Released,,,,,FALSE,,C - Small,"4,10",1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.2,0:10:55,12,977,1,12,977,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,"BBPRLED-500-80-30-FL-0' 125""-W-UNV-DP-1-DF",BBPRLED,
78071-4,,stanb,Regular,FALSE,78071,Regular,4,1,0,733,D,"BBSLED-500-80-30-SO-0' 96""-W-UNV-DP-1-S",25.01.2019,9,Scheduled/Released,,,,,FALSE,,C - Small,"4,10",1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.15,0:08:11,9,733,1,9,733,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,"BBSLED-500-80-30-SO-0' 96""-W-UNV-DP-1-S",BBSLED,
78071-5,,stanb,Regular,FALSE,78071,Regular,5,1,0,952,E,"BBSLED-500-80-30-SO-0' 101""-W-UNV-DP-1-S-B1(BSL10LST)",25.01.2019,16,Scheduled/Released,,,,,FALSE,,C - Small,"4,10",1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.266666667,0:14:34,16,952,1,16,952,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,"BBSLED-500-80-30-SO-0' 101""-W-UNV-DP-1-S-B1(BSL10LST)",BBSLED,
77944-1,,stanb,Regular,FALSE,77944,Regular,1,21,0,9198,F9,SCD-500-90-DW3020-FL-4-BLK-UNV-DP-1-CA(60),17.01.2019,94.5,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",21,21,,,,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,Others,FALSE,Others,- ,1.575,1:26:00,4.5,438,21,94.5,9198,,- ,- ,Machine Shop Finished,,0,21,,FALSE,FALSE,,,SCD-500-90-DW3020-FL-4-BLK-UNV-DP-1-CA(60),SCD,Order Flagged
77944-2,,stanb,Regular,FALSE,77944,Regular,2,3,0,864,F9A,SCD-500-90-DW3020-FL-2-BLK-UNV-DP-1-CA(60),17.01.2019,13.5,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",3,3,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,Others,FALSE,Others,- ,0.225,0:12:17,4.5,288,3,13.5,864,,- ,- ,Machine Shop Finished,,0,3,,FALSE,FALSE,,,SCD-500-90-DW3020-FL-2-BLK-UNV-DP-1-CA(60),SCD,Order Flagged
78208-1,,Rajithan,Regular,FALSE,78208,Regular,1,5,0,7200,R4-16 ALT.,CLKLED-630-80-35-SO-16-W-UNV-DP-1-TG9,22.01.2019,84,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",10,20,,,,NO,Machine Shop Started,Material+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,1.4,1:16:26,8.4,720,10,84,7200,,- ,- ,Machine Shop Started,,0,10,,FALSE,FALSE,,,CLKLED-630-80-35-SO-16-W-UNV-DP-1-TG9,CLKLED,
78208-2,,Rajithan,Regular,FALSE,78208,Regular,2,5,0,1800,R4A-4 ALT.,CLKLED-630-80-35-SO-4-W-UNV-DP-1-TG9,22.01.2019,21.5,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",5,5,,,,NO,Machine Shop Started,Material+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.358333333,0:19:34,4.3,360,5,21.5,1800,,- ,- ,Machine Shop Started,,0,5,,FALSE,FALSE,,,CLKLED-630-80-35-SO-4-W-UNV-DP-1-TG9,CLKLED,
78208-3,,Rajithan,Regular,FALSE,78208,Regular,3,1,0,540,R4A-6 ALT.,CLKLED-630-80-35-SO-6-W-UNV-DP-1-TG9,22.01.2019,8,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",1,2,,,,NO,Machine Shop Started,Material+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.133333333,0:07:17,8,540,1,8,540,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,CLKLED-630-80-35-SO-6-W-UNV-DP-1-TG9,CLKLED,
77744-1,,Jessica,Regular,FALSE,77744,Regular,1,12,0,3660,J-2',WWR-SL-400-90-30-2'-W-277-DP-1-DS,22.01.2019,48,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,"4,10",12,12,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.8,0:43:41,4,305,12,48,3660,,- ,- ,Machine Shop Started,,0,12,,FALSE,FALSE,,,WWR-SL-400-90-30-2'-W-277-DP-1-DS,WWR,
77744-2,,Jessica,Regular,FALSE,77744,Regular,2,1,0,440,J-4',WWR-SL-400-90-30-4'-W-277-DP-1-DS,22.01.2019,4,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,"4,10",1,1,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.066666667,0:03:38,4,440,1,4,440,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,WWR-SL-400-90-30-4'-W-277-DP-1-DS,WWR,
75348-27,,Shivam,Regular,FALSE,75348,High Priority,27,1,0,13216.8,F2-140EM2,STFD-DSO(140'-300)-90-40-AI(22)+AL(4)-W-UNV-MD-2+E(6)-CTS(36)-SC,24.01.2019,246.5,Machine Shop Started,"PARTIAL ACCEPTED
PRIORITIZE LINES 2 to 5: SHIP ASAP
LINE 1, 5-27: NO LATER THAN JANAURY 7TH",,,,FALSE,,A - Regular,"4,10",24,24,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,1,1,Partial Order,Shortage,FALSE,Shortage,- ,4.108333333,3:44:19,10.27083333,550.7,24,246.5,13216.8,,- ,- ,Machine Shop Finished,,0,24,,FALSE,FALSE,,,STFD-DSO(140'-300)-90-40-AI(22)+AL(4)-W-UNV-MD-2+E(6)-CTS(36)-SC,STFD,Order Flagged
77089-1,,Rohan,Regular,FALSE,77089,Regular,1,2,0,480,F1-4',BMRLED-750-80-35-FL-4-W-UNV-DP-1-TG9,25.01.2019,6.4,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",2,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.106666667,0:05:49,3.2,240,2,6.4,480,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,BMRLED-750-80-35-FL-4-W-UNV-DP-1-TG9,BMRLED,
77089-2,,Rohan,Regular,FALSE,77089,Regular,2,4,0,1440,F1-6',BMRLED-750-80-35-FL-6-W-UNV-DP-1-TG9,25.01.2019,24.4,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",4,8,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.406666667,0:22:12,6.1,360,4,24.4,1440,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,BMRLED-750-80-35-FL-6-W-UNV-DP-1-TG9,BMRLED,
77089-3,,Rohan,Regular,FALSE,77089,Regular,3,20,0,9600,F1-8',BMRLED-750-80-35-FL-8-W-UNV-DP-1-TG9,25.01.2019,122,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",20,40,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,2.033333333,1:51:01,6.1,480,20,122,9600,,- ,- ,Machine Shop Started,,0,20,,FALSE,FALSE,,,BMRLED-750-80-35-FL-8-W-UNV-DP-1-TG9,BMRLED,
77089-4,,Rohan,Regular,FALSE,77089,Regular,4,6,0,3600,F1-10',BMRLED-750-80-35-FL-10-W-UNV-DP-1-TG9,25.01.2019,52.2,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",6,18,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.87,0:47:30,8.7,600,6,52.2,3600,,- ,- ,Machine Shop Started,,0,6,,FALSE,FALSE,,,BMRLED-750-80-35-FL-10-W-UNV-DP-1-TG9,BMRLED,
77089-5,,Rohan,Regular,FALSE,77089,Regular,5,3,0,2160,F1-12',BMRLED-750-80-35-FL-12-W-UNV-DP-1-TG9,25.01.2019,26.1,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",3,9,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.435,0:23:45,8.7,720,3,26.1,2160,,- ,- ,Machine Shop Started,,0,3,,FALSE,FALSE,,,BMRLED-750-80-35-FL-12-W-UNV-DP-1-TG9,BMRLED,
77089-6,,Rohan,Regular,FALSE,77089,Regular,6,2,0,1920,F1-16',BMRLED-750-80-35-FL-16-W-UNV-DP-1-TG9,25.01.2019,26,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",4,8,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.433333333,0:23:40,6.5,480,4,26,1920,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,BMRLED-750-80-35-FL-16-W-UNV-DP-1-TG9,BMRLED,
77089-8,,Rohan,Regular,FALSE,77089,Regular,8,2,0,1680,F1-14',BMRLED-750-80-35-FL-14-W-UNV-DP-1-TG9,25.01.2019,25.8,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",4,8,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.43,0:23:29,6.45,420,4,25.8,1680,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,BMRLED-750-80-35-FL-14-W-UNV-DP-1-TG9,BMRLED,
