Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
77809-2,,JessicaP,Regular,FALSE,77809,Regular,2,7,0,11200,LA-20R-20',BRLED-400-80-27-FL-20'-BLK-UNV-DP-1-TB15,16.01.2019,113.19,Machine Shop Finished,,Picked - Complete,08.01.2019,,FALSE,,A - Regular,10,14,35,,,Picked - Complete,OK,Machine Shop Finished -Ready,,16.01.2019,0,#REF!,Complete,0,FALSE,0,1.8865,1:53:11,8.085,800,14,113.19,11200.00,16.01.2019,Machine Shop Finished,0,14,TRUE,TRUE,,Done,BRLED-400-80-27-FL-20'-BLK-UNV-DP-1-TB15,BRLED,
78150-1,,JessicaP,Regular,FALSE,78150,Regular,1,3,0,2148,L1-8',STSLF-SO-400-80-35-8'-AP-UNV-MD-1-SC,01.02.2019,24,Scheduled/Released,,,,,FALSE,,A - Regular,7,3,3,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,#REF!,Complete,0,FALSE,0,0.4,0:21:50,8,716,3,24.00,2148.00,- ,Scheduled/Released,0,3,FALSE,FALSE,,,STSLF-SO-400-80-35-8'-AP-UNV-MD-1-SC,STSLF,
78150-2,,JessicaP,Regular,FALSE,78150,Regular,2,1,0,1040,L2-12',STSLF-SO-400-80-35-12'-AP-UNV-MD-1-SC,01.02.2019,11,Scheduled/Released,,,,,FALSE,,A - Regular,7,1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.183333333,0:10:01,11,1040,1,11.00,1040.00,- ,Scheduled/Released,0,1,FALSE,FALSE,,,STSLF-SO-400-80-35-12'-AP-UNV-MD-1-SC,STSLF,
78150-3,,JessicaP,Regular,FALSE,78150,Regular,3,1,0,1134,L3-9',STSLF-SO-400-B(3')-80-35-9'-AP-UNV-MD-1-SC-AC(4)-R-D35-AP,01.02.2019,25.8,Scheduled/Released,,,,,FALSE,,A - Regular,7,1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.43,0:23:29,25.8,1134,1,25.80,1134.00,- ,Scheduled/Released,0,1,FALSE,FALSE,,,STSLF-SO-400-B(3')-80-35-9'-AP-UNV-MD-1-SC-AC(4)-R-D35-AP,STSLF,
66221-1,,stanb,Regular,FALSE,66221,Regular,1,11,0,3366,BI 4',SCR-300-80-30-FL-4-W-UNV-DP-1-DF,23.01.2019,33,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,15,11,11,,,,NO,Machine Shop Finished - Incomplete,Material+lens+Cartridge+Housing,,1,#REF!,Complete,0,FALSE,0,0.55,0:30:02,3,306,11,33.00,3366.00,- ,Machine Shop Finished,0,11,TRUE,TRUE,,,SCR-300-80-30-FL-4-W-UNV-DP-1-DF,SCR,
66221-2,,stanb,Regular,FALSE,66221,Regular,2,39,0,20514,BI 8',SCR-300-80-30-FL-8-W-UNV-DP-1-DF,23.01.2019,214.5,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,15,39,39,,,,NO,Machine Shop Finished - Incomplete,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,3.575,3:15:12,5.5,526,39,214.50,20514.00,- ,Machine Shop Finished,0,39,TRUE,TRUE,,,SCR-300-80-30-FL-8-W-UNV-DP-1-DF,SCR,
66221-3,,stanb,Regular,FALSE,66221,Regular,3,28,0,20963.348,BI 12',SCR-300-80-30-FL-12-W-UNV-DP-1-DF,23.01.2019,210,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,15,28,28,,,,NO,Machine Shop Finished - Incomplete,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,3.5,3:11:06,7.5,748.691,28,210.00,20963.35,- ,Machine Shop Finished,0,28,TRUE,TRUE,,,SCR-300-80-30-FL-12-W-UNV-DP-1-DF,SCR,
68737-27,,stanb,Regular,FALSE,68737,Regular,27,1,0,3350,LR1-DL,"SCRPAT-OPI-90(2)-300-80-35-FL-60' 9""-EX-W-UNV-DP-1-D-C(OPI+OPR)",24.01.2019,65,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,9,9,,Picked - Complete,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,1.083333333,0:59:09,7.222222222,372.2222222,9,65.00,3350.00,- ,Machine Shop Started,0,9,FALSE,FALSE,ToDo,,"SCRPAT-OPI-90(2)-300-80-35-FL-60' 9""-EX-W-UNV-DP-1-D-C(OPI+OPR)",SCRPAT,
68737-28,,stanb,Regular,FALSE,68737,Regular,28,1,0,1375,LR1-HL,"SCR-300-80-35-FL-L(17X8'2"")-W-UNV-DP-1-D",24.01.2019,24.5,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,4,4,,Picked - Complete,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.408333333,0:22:18,6.125,343.75,4,24.50,1375.00,- ,Machine Shop Started,0,4,FALSE,FALSE,,,"SCR-300-80-35-FL-L(17X8'2"")-W-UNV-DP-1-D",SCR,
68737-29,,stanb,Regular,FALSE,68737,Regular,29,1,0,1200,LR1-L,"SCRPAT-OPI-90-300-80-35-FL-19' 3""-EX-W-UNV-DP-1-D",24.01.2019,18.5,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,3,3,,Picked - Complete,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.308333333,0:16:50,6.166666667,400,3,18.50,1200.00,- ,Machine Shop Started,0,3,FALSE,FALSE,ToDo,,"SCRPAT-OPI-90-300-80-35-FL-19' 3""-EX-W-UNV-DP-1-D",SCRPAT,
68737-30,,stanb,Regular,FALSE,68737,Regular,30,1,0,3060,LR1-U,"SCRPAT-OPI-90(2)-300-80-35-FL-44' 3 3/4""-EX-W-UNV-DP-1-D",24.01.2019,47,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,7,7,,Picked - Complete,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.783333333,0:42:46,6.714285714,437.1428571,7,47.00,3060.00,- ,Machine Shop Started,0,7,FALSE,FALSE,ToDo,,"SCRPAT-OPI-90(2)-300-80-35-FL-44' 3 3/4""-EX-W-UNV-DP-1-D",SCRPAT,
77734-1,,stanb,Regular,FALSE,77734,Regular,1,7,0,4046,FB-1,BWDLED-500-80-30-SO-8-W-277-DP-1,16.01.2019,48.986,Wiring Started,,,,,FALSE,,A - Regular,12,7,14,,Picked - Complete,,OK,Wiring Started,,16.01.2019,1,#REF!,Complete,0,FALSE,0,0.816433333,0:44:35,6.998,578,7,48.99,4046.00,16.01.2019,Wiring Started,0,7,TRUE,TRUE,,Done,BWDLED-500-80-30-SO-8-W-277-DP-1,BWDLED,
77134-1,,Rajithan,Regular,FALSE,77134,Regular,1,2,0,1493.32,102,SCD-500-80-35-FL-4-W-120-DP-1-CA(36),17.01.2019,20,Machine Shop Started,,Picked - Complete,07.01.2019,,FALSE,,C - Small,1,2,2,,,Picked - Complete,NO,Machine Shop Started,+lens+Housing,,1,1,Partial Order,0,FALSE,0,0.333333333,0:18:12,10,746.66,2,20.00,1493.32,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,SCD-500-80-35-FL-4-W-120-DP-1-CA(36),SCD,
77134-2,,Rajithan,Regular,FALSE,77134,Regular,2,4,0,4480,103,SCS-500-80-35-FL-6-W-120-DP-1-SC,17.01.2019,24.88,Machine Shop Finished,,Picked - Complete,,,FALSE,,C - Small,1,4,4,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,+lens+Housing,,1,1,Partial Order,0,FALSE,0,0.414666667,0:22:38,6.22,1120,4,24.88,4480.00,- ,Machine Shop Finished,0,4,TRUE,TRUE,,Done,SCS-500-80-35-FL-6-W-120-DP-1-SC,SCS,
77134-3,,Rajithan,Regular,FALSE,77134,Regular,3,4,0,3346.68,104,SCDLAC-AC(1)-D36-D-500-80-30-FL-4-W-120-DP-2-CT15(36),17.01.2019,30.84,Machine Shop Finished,,Picked - Complete,,,FALSE,,C - Small,1,4,8,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.514,0:28:04,7.71,836.67,4,30.84,3346.68,- ,Machine Shop Finished,0,4,TRUE,TRUE,,Done,SCDLAC-AC(1)-D36-D-500-80-30-FL-4-W-120-DP-2-CT15(36),SCDLAC,
77134-4,,Rajithan,Regular,FALSE,77134,Regular,4,1,0,2475,105,STFC-NO-DSO(12-400)-80-35-BX(1)-W-120-MD-1-CT15(36)-SC,17.01.2019,22.33,Machine Shop Finished,,Picked - Complete,,,TRUE,,C - Small,1,4,4,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,+lens+Housing,,0,1,Partial Order,Wrong info. In SD,TRUE,,0.372166667,0:20:19,5.5825,618.75,4,22.33,2475.00,- ,Machine Shop Finished,0,4,TRUE,TRUE,,Done,STFC-NO-DSO(12-400)-80-35-BX(1)-W-120-MD-1-CT15(36)-SC,STFC,
77091-1,,Rohan,Regular,FALSE,77091,Regular,1,5,0,1200,LF1-4',MBLED-600-80-30-S-4-W-UNV-DP-1-CA(96),24.01.2019,21,Machine Shop Started,,,,,FALSE,,A - Regular,18,5,10,,,,NO,Machine Shop Started,Material+lens+Housing,,1,1,Partial Order,0,FALSE,0,0.35,0:19:07,4.2,240,5,21.00,1200.00,- ,Machine Shop Started,0,5,TRUE,TRUE,,,MBLED-600-80-30-S-4-W-UNV-DP-1-CA(96),MBLED,
77091-2,,Rohan,Regular,FALSE,77091,Regular,2,5,0,2400,LF1-8',MBLED-600-80-30-S-8-W-UNV-DP-1-CA(96),24.01.2019,33,Machine Shop Started,,,,,FALSE,,A - Regular,18,5,10,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.55,0:30:02,6.6,480,5,33.00,2400.00,- ,Machine Shop Started,0,5,TRUE,TRUE,,,MBLED-600-80-30-S-8-W-UNV-DP-1-CA(96),MBLED,
77091-3,,Rohan,Regular,FALSE,77091,Regular,3,1,0,600,LF1-10',MBLED-600-80-30-S-10-W-UNV-DP-1-CA(96),24.01.2019,8.6,Machine Shop Started,,,,,FALSE,,A - Regular,18,1,4,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.143333333,0:07:50,8.6,600,1,8.60,600.00,- ,Machine Shop Started,0,1,TRUE,TRUE,,,MBLED-600-80-30-S-10-W-UNV-DP-1-CA(96),MBLED,
77091-4,,Rohan,Regular,FALSE,77091,Regular,4,7,0,5040,LF1-12',MBLED-600-80-30-S-12-W-UNV-DP-1-CA(96),24.01.2019,60.2,Machine Shop Started,,,,,FALSE,,A - Regular,18,7,21,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,1.003333333,0:54:47,8.6,720,7,60.20,5040.00,- ,Machine Shop Started,0,7,TRUE,TRUE,,,MBLED-600-80-30-S-12-W-UNV-DP-1-CA(96),MBLED,
77091-5,,Rohan,Regular,FALSE,77091,Regular,5,1,0,1930,LF1-24' EM,MBLED-600-80-30-S-24-W-UNV-DP-1-CA(96)-B2(BSL310LP),24.01.2019,25.2,Machine Shop Started,,,,,FALSE,,A - Regular,18,2,6,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.42,0:22:56,12.6,965,2,25.20,1930.00,- ,Machine Shop Started,0,2,TRUE,TRUE,,,MBLED-600-80-30-S-24-W-UNV-DP-1-CA(96)-B2(BSL310LP),MBLED,
77091-6,,Rohan,Regular,FALSE,77091,Regular,6,1,0,2170,LF1-28' EM,MBLED-600-80-30-S-28-W-UNV-DP-1-CA(96)-B2(BSL310LP),24.01.2019,29.4,Machine Shop Started,,,,,FALSE,,A - Regular,18,3,7,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.49,0:26:45,9.8,723.3333333,3,29.40,2170.00,- ,Machine Shop Started,0,3,TRUE,TRUE,,,MBLED-600-80-30-S-28-W-UNV-DP-1-CA(96)-B2(BSL310LP),MBLED,
77091-7,,Rohan,Regular,FALSE,77091,Regular,7,1,0,2655,LF1-32' EM,MBLED-600-80-30-S-32-W-UNV-DP-1-CA(96)-B3(BSL310LP),24.01.2019,35.5,Machine Shop Started,,,,,FALSE,,A - Regular,18,3,6,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.591666667,0:32:18,11.83333333,885,3,35.50,2655.00,- ,Machine Shop Started,0,3,TRUE,TRUE,,,MBLED-600-80-30-S-32-W-UNV-DP-1-CA(96)-B3(BSL310LP),MBLED,
77091-8,,Rohan,Regular,FALSE,77091,Regular,8,2,0,970,LF1-4' EM,MBLED-600-80-30-S-4-W-UNV-DP-1-CA(96)-B1(BSL310LP),24.01.2019,16,Machine Shop Started,,,,,FALSE,,A - Regular,18,2,2,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.266666667,0:14:34,8,485,2,16.00,970.00,- ,Machine Shop Started,0,2,TRUE,TRUE,,,MBLED-600-80-30-S-4-W-UNV-DP-1-CA(96)-B1(BSL310LP),MBLED,
77091-9,,Rohan,Regular,FALSE,77091,Regular,9,1,0,725,LF1-8' EM,MBLED-600-80-30-S-8-W-UNV-DP-1-CA(96)-B1(BSL310LP),24.01.2019,10.6,Machine Shop Started,,,,,FALSE,,A - Regular,18,1,2,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,725,1,10.60,725.00,- ,Machine Shop Started,0,1,TRUE,TRUE,,,MBLED-600-80-30-S-8-W-UNV-DP-1-CA(96)-B1(BSL310LP),MBLED,
78748-1,,RobertL,Replacement,FALSE,78748,High Priority,1,1,569.25,569.25,LD-03C-#2,STFD-DSO(5'-400)-B(0')-90-30-AI(2)+AL(1)+AT(1)-W-UNV-MD-1-CA(36)-SC-C(PRODUCE SECTION#2),21.01.2019,7.5,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,7,1,2,,,,NO,Scheduled/Released,+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,0.125,0:06:49,7.5,569.25,1,7.50,569.25,- ,Scheduled/Released,0,1,FALSE,FALSE,,,STFD-DSO(5'-400)-B(0')-90-30-AI(2)+AL(1)+AT(1)-W-UNV-MD-1-CA(36)-SC-C(PRODUCE SECTION#2),STFD,
77220-1,,stanb,Regular,FALSE,77220,Priority,1,10,0,10170,F1,SCR-300-90-30-FL-4X4-W-277-DP-1-MFTB15,14.01.2019,163,Machine Shop Finished,,Picked - Complete,09.01.2019,,TRUE,,C - Small,15,10,20,,,Picked - Complete,OK,Machine Shop Finished -Ready,,16.01.2019,1,#REF!,Complete,Wrong info. In SD,TRUE,,2.716666667,2:28:20,16.3,1017,10,163.00,10170.00,16.01.2019,Machine Shop Finished,0,10,TRUE,TRUE,Ready,Done,SCR-300-90-30-FL-4X4-W-277-DP-1-MFTB15,SCR,
76957-3,,Gagandeep,Regular,FALSE,76957,Regular,3,2,1200,1200,D-16',B2SQILED-1800-80-35-SL-16-W-UNV-DP-1-CA(36),17.01.2019,27.24,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,12,4,16,,Picked - Complete,,OK,Machine Shop Finished -Ready,,16.01.2019,1,#REF!,Complete,0,FALSE,0,0.454,0:24:47,6.81,300,4,27.24,1200.00,16.01.2019,Machine Shop Finished,0,4,TRUE,TRUE,,Done,B2SQILED-1800-80-35-SL-16-W-UNV-DP-1-CA(36),B2SQILED,
76957-4,,Gagandeep,Regular,FALSE,76957,Regular,4,2,600,600,"D-5'6""","B2SQILED-1800-80-35-SL-5'6""-W-UNV-DP-1-CA(36)",17.01.2019,13.7,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,12,2,4,,Picked - Complete,,OK,Machine Shop Finished -Ready,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.228333333,0:12:28,6.85,300,2,13.70,600.00,16.01.2019,Machine Shop Finished,0,2,TRUE,TRUE,,Done,"B2SQILED-1800-80-35-SL-5'6""-W-UNV-DP-1-CA(36)",B2SQILED,
78216-1,,Joshua,Mockup/Samples,FALSE,78216,Regular,1,1,400,400,TB4,TB4DILED-1000-500-80-35-SL-SO-3'-W-UNV-DP-1-CA(36)-C(CORD & DIMMER),18.01.2019,6,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,2,,Picked - Complete,,OK,Machine Shop Started,+Housing,,1,1,Partial Order,0,FALSE,0,0.1,0:05:28,6,400,1,6.00,400.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,TB4DILED-1000-500-80-35-SL-SO-3'-W-UNV-DP-1-CA(36)-C(CORD & DIMMER),TB4DILED,
74690-1,,Christina,Regular,FALSE,74690,Regular,1,2,0,500,13,BBR-S-FL-4-NL-T5-1-W-277-ERS-1-DS,18.01.2019,7,Machine Shop Started,,,11.01.2019,,FALSE,,C - Small,12,2,2,,,Picked - Complete,NO,Machine Shop Started,+lens,,1,1,Partial Order,0,FALSE,0,0.116666667,0:06:22,3.5,250,2,7.00,500.00,- ,Machine Shop Started,0,2,TRUE,TRUE,,Done,BBR-S-FL-4-NL-T5-1-W-277-ERS-1-DS,BBR,
74690-2,,Christina,Regular,FALSE,74690,Regular,2,6,0,1500,16,BBR-S-FL-4-NL-T5-1-W-277-ERS-1-DS,18.01.2019,21,Machine Shop Started,,,11.01.2019,,FALSE,,C - Small,12,6,6,,,Picked - Complete,NO,Machine Shop Started,+lens,,0,1,Partial Order,0,FALSE,0,0.35,0:19:07,3.5,250,6,21.00,1500.00,- ,Machine Shop Started,0,6,TRUE,TRUE,,Done,BBR-S-FL-4-NL-T5-1-W-277-ERS-1-DS,BBR,
75800-1,,Christina,Regular,FALSE,75800,Regular,1,1,0,980,P-A,"STFC-I(4'-175)-DSO(6'-400)-80-40-AL(1)+AI(3)-AP-120-MD-1-CA(36"")-RC",17.01.2019,15,Machine Shop Finished,,Picked - Complete,08.01.2019,15.01.2019,FALSE,,A - Regular,7,5,5,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,1,#REF!,Complete,0,FALSE,0,0.25,0:13:39,3,196,5,15.00,980.00,- ,Machine Shop Finished,0,5,TRUE,TRUE,,Done,"STFC-I(4'-175)-DSO(6'-400)-80-40-AL(1)+AI(3)-AP-120-MD-1-CA(36"")-RC",STFC,Order Flagged
75800-2,,Christina,Regular,FALSE,75800,Regular,2,1,0,980,P-B,"STFC-I(4'-175)-DSO(6'-400)-80-40-AL(1)+AI(3)-AP-120-MD-1-CA(36"")-RC",17.01.2019,15,Machine Shop Finished,,Picked - Complete,08.01.2019,15.01.2019,FALSE,,A - Regular,7,5,5,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,0,#REF!,Complete,0,FALSE,0,0.25,0:13:39,3,196,5,15.00,980.00,- ,Machine Shop Finished,0,5,TRUE,TRUE,,Done,"STFC-I(4'-175)-DSO(6'-400)-80-40-AL(1)+AI(3)-AP-120-MD-1-CA(36"")-RC",STFC,Order Flagged
75800-3,,Christina,Regular,FALSE,75800,Regular,3,1,0,1360,P-C,"STFC-I(6'-175)-DSO(8'-400)-80-40-AL(1)+AI(5)-AP-120-MD-1-CA(36"")-RC",17.01.2019,20,Machine Shop Finished,,Picked - Complete,08.01.2019,15.01.2019,FALSE,,A - Regular,7,7,7,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,2.857142857,194.2857143,7,20.00,1360.00,- ,Machine Shop Finished,0,7,TRUE,TRUE,,Done,"STFC-I(6'-175)-DSO(8'-400)-80-40-AL(1)+AI(5)-AP-120-MD-1-CA(36"")-RC",STFC,Order Flagged
75800-4,,Christina,Regular,FALSE,75800,Regular,4,1,0,1360,P-D,"STFC-I(6'-175)-DSO(8'-400)-80-40-AL(1)+AI(5)-AP-120-MD-1-CA(36"")-RC",17.01.2019,20,Machine Shop Finished,,Picked - Complete,08.01.2019,15.01.2019,FALSE,,A - Regular,7,7,7,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,Material,,1,#REF!,Complete,Shortage,FALSE,Shortage,0.333333333,0:18:12,2.857142857,194.2857143,7,20.00,1360.00,- ,Machine Shop Finished,0,7,TRUE,TRUE,,Done,"STFC-I(6'-175)-DSO(8'-400)-80-40-AL(1)+AI(5)-AP-120-MD-1-CA(36"")-RC",STFC,Order Flagged
76501-2,,Joshua,Regular,FALSE,76501,Priority,2,1,0,12930,CTRL 12-STFDI,SP18455(1)-STFDI-I-250-DSO-200-120'-80-40-BT(4)+BX(3)-AP-UNV-DP-1-CA(144)-SC-C(SLOPED CEILING),17.01.2019,200,Machine Shop Started,"VERY HIGH PROFILE ORDER

MUST SHIP BY 12/21 TO BE ON SITE IN IL BY 12/24",Picked - Complete,07.01.2019,,FALSE,,A - Regular,7,24,96,,Picked - Complete,Picked - Complete,OK,Machine Shop Started,+Housing,,1,1,Partial Order,Missing info. In SD,FALSE,Missing info. In SD,3.333333333,3:02:00,8.333333333,538.75,24,200.00,12930.00,- ,Machine Shop Started,0,24,TRUE,FALSE,,Done,STFDI-I-250-DSO-200-120'-80-40,STFDI,Order Flagged
76501-3,,Joshua,Regular,FALSE,76501,Priority,3,1,0,1590,CTRL 12-STD,STD-SO-400-80-40-21'-AP-UNV-MD-1-CA(36)-SC-C(SLOPED CEILING),17.01.2019,24,Machine Shop Started,"VERY HIGH PROFILE ORDER

MUST SHIP BY 12/21 TO BE ON SITE IN IL BY 12/24",Picked - Complete,07.01.2019,,FALSE,,A - Regular,7,3,6,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.4,0:21:50,8,530,3,24.00,1590.00,- ,Machine Shop Started,0,3,TRUE,FALSE,,Done,STD-SO-400-80-40-21'-AP-UNV-MD-1-CA(36)-SC-C(SLOPED CEILING),STD,Order Flagged
76501-6,,Joshua,Regular,FALSE,76501,Priority,6,1,0,9180,CTRL 14-STFDI,SP18455(1)-STFDI-I-250-DSO-200-84'-80-40-AL(4)-AP-UNV-DP-1-CA(96)-SC-C(SLOPED CEILING),17.01.2019,96,Machine Shop Started,"VERY HIGH PROFILE ORDER

MUST SHIP BY 12/21 TO BE ON SITE IN IL BY 12/24",Picked - Complete,07.01.2019,,FALSE,,A - Regular,7,12,24,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,Missing info. In SD,FALSE,Missing info. In SD,1.6,1:27:22,8,765,12,96.00,9180.00,- ,Machine Shop Started,0,12,TRUE,FALSE,,Done,STFDI-I-250-DSO-200-84'-80-40-,STFDI,Order Flagged
76694-6,,Rohan,Regular,FALSE,76694,Regular,6,2,0,4440,K-20',BBRLED-600-90-35-ASO-20-W-120-DP-1-ST-FW(6),17.01.2019,22.7,Wiring Started,,Picked - Complete,08.01.2019,13.01.2019,FALSE,,A - Regular,15,4,10,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,15.01.2019,1,#REF!,Complete,0,FALSE,0,0.378333333,0:20:39,5.675,1110,4,22.70,4440.00,15.01.2019,Wiring Started,0,4,TRUE,TRUE,,Done,BBRLED-600-90-35-ASO-20-W-120-DP-1-ST-FW(6),BBRLED,
78095-1,,Rohan,Regular,FALSE,78095,Regular,1,1,0,400,A-4',BBLED2-SL-750-500-80-27-SO-4-W-UNV-DP-1-CT9(36),17.01.2019,12,Machine Shop Finished,,,11.01.2019,,FALSE,,C - Small,12,1,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,+lens+Housing,,1,#REF!,Complete,0,FALSE,0,0.2,0:10:55,12,400,1,12.00,400.00,- ,Machine Shop Finished,0,1,TRUE,TRUE,,Done,BBLED2-SL-750-500-80-27-SO-4-W-UNV-DP-1-CT9(36),BBLED2,
76192-1,,Jessica,Regular,FALSE,76192,Regular,1,2,0,1470,FS-7',GPRLED-EX2W-750-80-35-RG2-7'-W-277-LT(L3D)-1-DF,30.01.2019,16,Scheduled/Released,DO NOT SHIP BEFORE FEB 1ST 2019,,,,FALSE,,A - Regular,1,2,4,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,#REF!,Complete,0,FALSE,0,0.266666667,0:14:34,8,735,2,16.00,1470.00,- ,Scheduled/Released,0,2,FALSE,FALSE,,,GPRLED-EX2W-750-80-35-RG2-7'-W-277-LT(L3D)-1-DF,GPRLED,
76192-2,,Jessica,Regular,FALSE,76192,Regular,2,2,0,1890,FS-9',GPRLED-EX2W-750-80-35-RG2-9'-W-277-LT(L3D)-1-DF,30.01.2019,20,Scheduled/Released,DO NOT SHIP BEFORE FEB 1ST 2019,,,,FALSE,,A - Regular,1,2,6,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,10,945,2,20.00,1890.00,- ,Scheduled/Released,0,2,FALSE,FALSE,,,GPRLED-EX2W-750-80-35-RG2-9'-W-277-LT(L3D)-1-DF,GPRLED,
76192-3,,Jessica,Regular,FALSE,76192,Regular,3,2,0,2520,FS-12',GPRLED-EX2W-750-80-35-RG2-12'-W-277-LT(L3D)-1-DF,30.01.2019,20,Scheduled/Released,DO NOT SHIP BEFORE FEB 1ST 2019,,,,FALSE,,A - Regular,1,2,6,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,10,1260,2,20.00,2520.00,- ,Scheduled/Released,0,2,FALSE,FALSE,,,GPRLED-EX2W-750-80-35-RG2-12'-W-277-LT(L3D)-1-DF,GPRLED,
76192-4,,Jessica,Regular,FALSE,76192,Regular,4,2,0,2730,FS-13',GPRLED-EX2W-750-80-35-RG2-13'-W-277-LT(L3D)-1-DF,30.01.2019,28,Scheduled/Released,DO NOT SHIP BEFORE FEB 1ST 2019,,,,FALSE,,A - Regular,1,4,8,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.466666667,0:25:29,7,682.5,4,28.00,2730.00,- ,Scheduled/Released,0,4,FALSE,FALSE,,,GPRLED-EX2W-750-80-35-RG2-13'-W-277-LT(L3D)-1-DF,GPRLED,
