Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
76192-5,,Jessica,Regular,FALSE,76192,Regular,5,8,0,11760,FS-14',GPRLED-EX2W-750-80-35-RG2-14'-W-277-LT(L3D)-1-DF,30.01.2019,112,Scheduled/Released,DO NOT SHIP BEFORE FEB 1ST 2019,,,,FALSE,,A - Regular,1,16,32,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,1.866666667,1:41:55,7,735,16,112.00,11760.00,- ,Scheduled/Released,0,16,FALSE,FALSE,,,GPRLED-EX2W-750-80-35-RG2-14'-W-277-LT(L3D)-1-DF,GPRLED,
76192-6,,Jessica,Regular,FALSE,76192,Regular,6,2,0,3990,FS-19',GPRLED-EX2W-750-80-35-RG2-19'-W-277-LT(L3D)-1-DF,30.01.2019,32,Scheduled/Released,DO NOT SHIP BEFORE FEB 1ST 2019,,,,FALSE,,A - Regular,1,4,10,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.533333333,0:29:07,8,997.5,4,32.00,3990.00,- ,Scheduled/Released,0,4,FALSE,FALSE,,,GPRLED-EX2W-750-80-35-RG2-19'-W-277-LT(L3D)-1-DF,GPRLED,
76807-1,,JessicaP,Regular,FALSE,76807,Regular,1,1,0,3520,L1-32',TB2DILED-400-400-90-35-SL-SO-32-W-120-DP-2-CA(48),25.01.2019,40.4,Scheduled/Released,,,,,FALSE,,A - Regular,12,4,16,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,0.673333333,0:36:46,10.1,880,4,40.40,3520.00,- ,Scheduled/Released,0,4,FALSE,FALSE,,,TB2DILED-400-400-90-35-SL-SO-32-W-120-DP-2-CA(48),TB2DILED,
76807-2,,JessicaP,Regular,FALSE,76807,Regular,2,1,0,400,L7-8',ZESQDI-SL 25/75-850-90-35-SO-8-W-UNV-MD-1-CA(72),25.01.2019,9.4,Scheduled/Released,,,,,FALSE,,A - Regular,12,1,2,,,,NO,Scheduled/Released,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.156666667,0:08:33,9.4,400,1,9.40,400.00,- ,Scheduled/Released,0,1,FALSE,FALSE,,,ZESQDI-SL 25/75-850-90-35-SO-8-W-UNV-MD-1-CA(72),ZESQDI,
76807-3,,JessicaP,Regular,FALSE,76807,Regular,3,3,0,5280,L1-16',TB2DILED-400-400-90-35-SL-SO-16-W-120-DP-2-CA(48),25.01.2019,67.5,Scheduled/Released,,,,,FALSE,,A - Regular,12,6,24,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.125,1:01:26,11.25,880,6,67.50,5280.00,- ,Scheduled/Released,0,6,FALSE,FALSE,,,TB2DILED-400-400-90-35-SL-SO-16-W-120-DP-2-CA(48),TB2DILED,
78391-1,,Zahra,Regular,FALSE,78391,Regular,1,20,0,22400,A,"CUBLED-SL 75/25-800-80-35-VL-16-AP-UNV-DP-1-CT15(36"")",01.02.2019,460,Scheduled/Released,,,,,FALSE,,A - Regular,1,40,80,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,#REF!,Complete,0,FALSE,0,7.666666667,6:58:36,11.5,560,40,460.00,22400.00,- ,Scheduled/Released,0,40,FALSE,FALSE,,,"CUBLED-SL 75/25-800-80-35-VL-16-AP-UNV-DP-1-CT15(36"")",CUBLED,
76592-4,,Rohan,Regular,FALSE,76592,Regular,4,1,0,740,"L7-6' 10""-48.53","BBPRLED-750-90-35-RG2-6' 10""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,0.066666667,0:03:38,4,740,1,4.00,740.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-6' 10""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-5,,Rohan,Regular,FALSE,76592,Regular,5,1,0,740,L7-7'-48.54,BBPRLED-750-90-35-RG2-7'-W-277-DP-1-TG9-TS(1)-FW(6),25.01.2019,4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.066666667,0:03:38,4,740,1,4.00,740.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,BBPRLED-750-90-35-RG2-7'-W-277-DP-1-TG9-TS(1)-FW(6),BBPRLED,
76592-6,,Rohan,Regular,FALSE,76592,Regular,6,1,0,740,L7-7'-48.55,BBPRLED-750-90-35-RG2-7'-W-277-DP-1-TG9-TS(1)-FW(6),25.01.2019,4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.066666667,0:03:38,4,740,1,4.00,740.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,BBPRLED-750-90-35-RG2-7'-W-277-DP-1-TG9-TS(1)-FW(6),BBPRLED,
76592-7,,Rohan,Regular,FALSE,76592,Regular,7,1,0,740,"L7-6' 10""-48.56","BBPRLED-750-90-35-RG2-6' 10""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,0,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0,0:00:00,0,740,1,0.00,740.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-6' 10""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-8,,Rohan,Regular,FALSE,76592,Regular,8,1,0,1550,"L7-16' 3""-48.58","BBPRLED-750-90-35-RG2-16' 3""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,19.7,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,2,5,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.328333333,0:17:56,9.85,775,2,19.70,1550.00,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-16' 3""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-9,,Rohan,Regular,FALSE,76592,Regular,9,1,0,1460,"L7-15' 3""-48.04","BBPRLED-750-90-35-RG2-15' 3""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,17.3,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,2,4,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.288333333,0:15:45,8.65,730,2,17.30,1460.00,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-15' 3""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-10,,Rohan,Regular,FALSE,76592,Regular,10,1,0,650,"L7-6' 2""-48.83","BBPRLED-750-90-35-RG2-6' 2""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,8.4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.14,0:07:39,8.4,650,1,8.40,650.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-6' 2""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-11,,Rohan,Regular,FALSE,76592,Regular,11,1,0,1190,"L7-11' 6""-48.51","BBPRLED-750-90-35-RG2-11' 6""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 6""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-12,,Rohan,Regular,FALSE,76592,Regular,12,1,0,1190,"L7-11' 10""-48.50","BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-13,,Rohan,Regular,FALSE,76592,Regular,13,1,0,1190,"L7-12' 0""-48.32","BBPRLED-750-90-35-RG2-12' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-12' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-14,,Rohan,Regular,FALSE,76592,Regular,14,1,0,1190,"L7-11'8 3/4""-48.29","BBPRLED-750-90-35-RG2-11'8 3/4""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11'8 3/4""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-15,,Rohan,Regular,FALSE,76592,Regular,15,1,0,830,"L7-7'6 1/2""-48.15","BBPRLED-750-90-35-RG2-7'6 1/2""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,8.4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.14,0:07:39,8.4,830,1,8.40,830.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-7'6 1/2""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-16,,Rohan,Regular,FALSE,76592,Regular,16,1,0,1100,"L7-10' 6""-48.12","BBPRLED-750-90-35-RG2-10' 6""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1100,1,10.60,1100.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-10' 6""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-17,,Rohan,Regular,FALSE,76592,Regular,17,1,0,830,"L7-8'2 1/2""-48.78","BBPRLED-750-90-35-RG2-8'2 1/2""-W-277-DP-1-TG9-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,830,1,10.60,830.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-8'2 1/2""-W-277-DP-1-TG9-TS(1)-FW(6)",BBPRLED,
76592-18,,Rohan,Regular,FALSE,76592,Regular,18,1,0,830,"L7-7'10 1/2""-48.1","BBPRLED-750-90-35-RG2-7'10 1/2""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,8.4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.14,0:07:39,8.4,830,1,8.40,830.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-7'10 1/2""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-20,,Rohan,Regular,FALSE,76592,Regular,20,1,0,740,"L7-6' 8""-48.74","BBPRLED-750-90-35-RG2-6' 8""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,8.4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.14,0:07:39,8.4,740,1,8.40,740.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-6' 8""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-21,,Rohan,Regular,FALSE,76592,Regular,21,1,0,650,"L7-5' 9""-48.72","BBPRLED-750-90-35-RG2-5' 9""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,8.4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.14,0:07:39,8.4,650,1,8.40,650.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-5' 9""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-23,,Rohan,Regular,FALSE,76592,Regular,23,1,0,4070,"L7A-43' 10""-48.76 HALLWAY","BBPRLED-500-90-35-RG2-43' 10""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,20,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,4,11,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.333333333,0:18:12,5,1017.5,4,20.00,4070.00,- ,Machine Shop Started,0,4,TRUE,FALSE,,Done,"BBPRLED-500-90-35-RG2-43' 10""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-24,,Rohan,Regular,FALSE,76592,Regular,24,1,0,740,"L7A-7' 0""-48.61 CORRIDOR","BBPRLED-500-90-35-RG2-7' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.066666667,0:03:38,4,740,1,4.00,740.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-500-90-35-RG2-7' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-25,,Rohan,Regular,FALSE,76592,Regular,25,1,0,650,"L7-5' 8""-48.46","BBPRLED-750-90-35-RG2-5' 8""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.066666667,0:03:38,4,650,1,4.00,650.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-5' 8""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-26,,Rohan,Regular,FALSE,76592,Regular,26,1,0,1190,"L7-11' 10""-48.49","BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-27,,Rohan,Regular,FALSE,76592,Regular,27,1,0,1190,"L7-11' 10""-48.45","BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-28,,Rohan,Regular,FALSE,76592,Regular,28,1,0,1190,"L7-11' 10""-48.44","BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 10""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-29,,Rohan,Regular,FALSE,76592,Regular,29,1,0,1100,"L7-11' 0""-48.27","BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1100,1,10.60,1100.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-30,,Rohan,Regular,FALSE,76592,Regular,30,1,0,1100,"L7-11' 0""-48.28","BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1100,1,10.60,1100.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-31,,Rohan,Regular,FALSE,76592,Regular,31,1,0,1100,"L7-11' 0""-48.26","BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1100,1,10.60,1100.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-32,,Rohan,Regular,FALSE,76592,Regular,32,1,0,1100,"L7-11' 0""-48.17","BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1100,1,10.60,1100.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-33,,Rohan,Regular,FALSE,76592,Regular,33,1,0,1100,"L7-11' 0""-48.16","BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1100,1,10.60,1100.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-11' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-34,,Rohan,Regular,FALSE,76592,Regular,34,1,0,650,"L7-5' 7""-48.18","BBPRLED-750-90-35-RG2-5' 7""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,8.4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.14,0:07:39,8.4,650,1,8.40,650.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-5' 7""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-35,,Rohan,Regular,FALSE,76592,Regular,35,1,0,1190,"L7-12' 0""-48.31","BBPRLED-750-90-35-RG2-12' 0""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1190,1,10.60,1190.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-12' 0""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-36,,Rohan,Regular,FALSE,76592,Regular,36,1,0,1100,"L7-10' 6""-48.11","BBPRLED-750-90-35-RG2-10' 6""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,10.6,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,3,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.176666667,0:09:39,10.6,1100,1,10.60,1100.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-10' 6""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
76592-37,,Rohan,Regular,FALSE,76592,Regular,37,1,0,650,"L7-5' 8""-48.43","BBPRLED-750-90-35-RG2-5' 8""-W-277-DP-1-DS-TS(1)-FW(6)",25.01.2019,4,Machine Shop Started,Partial,Picked - Complete,,,FALSE,,A - Regular,7,1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.066666667,0:03:38,4,650,1,4.00,650.00,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"BBPRLED-750-90-35-RG2-5' 8""-W-277-DP-1-DS-TS(1)-FW(6)",BBPRLED,
77577-1,,Rohan,Regular,FALSE,77577,Regular,1,19,0,6460,"B-4'-0"" (ACT)- 17TH FL","TB2DILED-650-300-80-35-SO-SO-4' 0""-W-UNV-DP-1-CT9(36"")",01.02.2019,129.2,Scheduled/Released,,,,,FALSE,,A - Regular,18,19,38,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,#REF!,Complete,0,FALSE,0,2.153333333,1:57:34,6.8,340,19,129.20,6460.00,- ,Scheduled/Released,0,19,FALSE,FALSE,,,"TB2DILED-650-300-80-35-SO-SO-4' 0""-W-UNV-DP-1-CT9(36"")",TB2DILED,
77577-2,,Rohan,Regular,FALSE,77577,Regular,2,1,0,340,"B1-4'-0"" (GYP) - 17TH FL","TB2DILED-650-300-80-35-SO-SO-4' 0""-W-UNV-DP-1-CA(36"")",01.02.2019,6.8,Scheduled/Released,,,,,FALSE,,A - Regular,18,1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.113333333,0:06:11,6.8,340,1,6.80,340.00,- ,Scheduled/Released,0,1,FALSE,FALSE,,,"TB2DILED-650-300-80-35-SO-SO-4' 0""-W-UNV-DP-1-CA(36"")",TB2DILED,
77577-3,,Rohan,Regular,FALSE,77577,Regular,3,12,0,5100,"C-5'-0""- 17TH FL","TB2DILED-650-300-80-35-SO-SO-5' 0""-W-UNV-DP-1-CT9(36"")",01.02.2019,120,Scheduled/Released,,,,,FALSE,,A - Regular,18,12,48,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,2,1:49:12,10,425,12,120.00,5100.00,- ,Scheduled/Released,0,12,FALSE,FALSE,,,"TB2DILED-650-300-80-35-SO-SO-5' 0""-W-UNV-DP-1-CT9(36"")",TB2DILED,
77577-4,,Rohan,Regular,FALSE,77577,Regular,4,31,0,21080,"D-8'-0""-17TH FL","TB2DILED-650-300-80-35-SO-SO-8' 0""-W-UNV-DP-1-CA(36"")",01.02.2019,310,Scheduled/Released,,,,,FALSE,,A - Regular,18,31,124,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,5.166666667,4:42:06,10,680,31,310.00,21080.00,- ,Scheduled/Released,0,31,FALSE,FALSE,,,"TB2DILED-650-300-80-35-SO-SO-8' 0""-W-UNV-DP-1-CA(36"")",TB2DILED,
77577-5,,Rohan,Regular,FALSE,77577,Regular,5,18,0,16110,"D1-8'-0""-17TH FL","TB2DILED-650-300-80-35-SO-SO-8' 0""-W-UNV-DP-2+E(1)-CA(36"")",01.02.2019,208.8,Scheduled/Released,,,,,FALSE,,A - Regular,18,18,72,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,3.48,3:10:00,11.6,895,18,208.80,16110.00,- ,Scheduled/Released,0,18,FALSE,FALSE,,,"TB2DILED-650-300-80-35-SO-SO-8' 0""-W-UNV-DP-2+E(1)-CA(36"")",TB2DILED,
77577-6,,Rohan,Regular,FALSE,77577,Regular,6,1,0,1560,"D-16'-0"" EM- 17TH FL","TB2DILED-650-300-80-35-SO-SO-16' 0""-W-UNV-DP-2+E(1)-CA(36"")",01.02.2019,23.8,Scheduled/Released,,,,,FALSE,,A - Regular,18,2,8,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.396666667,0:21:39,11.9,780,2,23.80,1560.00,- ,Scheduled/Released,0,2,FALSE,FALSE,,,"TB2DILED-650-300-80-35-SO-SO-16' 0""-W-UNV-DP-2+E(1)-CA(36"")",TB2DILED,
